,Date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score,Unnamed: 1,Unnamed: 2,Basal Body Temperature (degF),Flights Climbed (count),Heart Rate [Min] (count/min),Heart Rate [Max] (count/min),Heart Rate [Avg] (count/min),Heart Rate Variability (ms),Step Count (count),Walking + Running Distance (mi) 
286,2022-10-17,62.0,70.0,68.0,81.0,51.0,55.0,70.0,18.0,7.016666666666667,35520.0,10260.0,1.4416666666666667,14790.0,5280.0,38,71.0,1560.0,17430.0,1.3,11.17,50.72,45.0,66.0,-0.02,-0.05,12.25,51,100,100,1,1,5,9,2036,210,106,11400,29520,720,0,0,44760,1.125,0,80.0,53.0,70.0,None,83,100.0,100.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
287,2022-10-18,53.0,43.0,34.0,76.0,88.0,67.0,70.0,8.0,5.05,20820.0,2640.0,0.725,10620.0,4950.0,36,87.0,240.0,9990.0,4.35,10.13,51.06,47.0,59.0,0.08,0.03,11.5,54,100,100,1,1,30,217,2242,166,3867,4500,31080,1980,1200,0,47640,1.21875,0,69.0,37.0,62.0,100,79,98.0,95.0,87.0,31.0,,,,11.0,46,112,70.51,,5922,4.98
288,2022-10-19,59.0,52.0,28.0,100.0,69.0,72.0,81.0,23.0,5.733333333333333,26100.0,5460.0,0.6083333333333333,8220.0,10230.0,29,79.0,510.0,12120.0,2.27,9.52,49.34,45.0,73.0,0.06,0.09,11.875,54,100,100,1,1,28,6,2023,93,71,2880,29040,540,0,0,53940,1.09375,0,71.0,48.0,56.0,None,83,100.0,100.0,89.0,63.0,,,,11.0,46,112,70.51,,5922,4.98
289,2022-10-20,66.0,74.0,52.0,98.0,55.0,60.0,91.0,21.0,7.291666666666667,35820.0,9570.0,1.1,14670.0,7620.0,33,73.0,1050.0,16200.0,1.27,11.22,50.15,46.0,59.0,0.06,0.1,12.25,54,100,100,1,1,26,14,2057,220,208,5940,26160,720,60,0,53520,1.125,0,80.0,60.0,59.0,100,79,100.0,100.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
290,2022-10-21,50.0,49.0,33.0,79.0,58.0,56.0,70.0,1.0,5.475,26700.0,6990.0,0.7083333333333334,12030.0,5130.0,43,74.0,270.0,12690.0,5.53,12.95,54.25,48.0,54.0,0.12,0.13,12.625,53,100,95,1,1,23,19,2051,385,188,8040,30840,900,60,0,46560,1.125,1,63.0,31.0,53.0,None,83,94.0,85.0,86.0,49.0,,,,11.0,46,112,70.51,,5922,4.98
291,2022-10-22,58.0,65.0,35.0,97.0,48.0,62.0,67.0,8.0,6.675,34200.0,10170.0,0.7583333333333333,13920.0,7380.0,38,70.0,180.0,14100.0,3.2,12.7,50.99,46.0,57.0,0.07,0.14,12.375,52,100,100,1,1,16,2,1998,51,0,1620,39540,60,0,0,45180,1.09375,0,76.0,46.0,53.0,100,79,99.0,100.0,84.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
292,2022-10-24,84.0,99.0,76.0,96.0,69.0,52.0,72.0,100.0,9.275,42240.0,8850.0,1.5916666666666666,21180.0,6480.0,42,79.0,330.0,19680.0,-2.48,9.25,53.1,48.0,51.0,-0.2,0.01,12.0,55,100,100,1,1,33,270,2340,5889,5333,6840,28620,6600,1440,0,42900,1.28125,0,76.0,92.0,49.0,None,84,98.0,86.0,74.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
293,2022-10-25,42.0,34.0,16.0,37.0,48.0,50.0,81.0,41.0,4.383333333333334,22440.0,6660.0,0.3416666666666667,12060.0,2490.0,44,70.0,1320.0,11370.0,1.78,8.02,55.0,48.0,53.0,0.01,0,12.5,56,100,100,1,1,37,117,2102,2529,2248,9480,51960,2880,900,0,21180,1.09375,0,52.0,17.0,40.0,None,86,100.0,86.0,71.0,20.0,,,,11.0,46,112,70.51,,5922,4.98
294,2022-10-26,60.0,66.0,48.0,61.0,53.0,70.0,70.0,27.0,6.716666666666667,33420.0,9240.0,1.0333333333333334,16440.0,4020.0,36,72.0,240.0,15780.0,1.03,10.32,51.83,46.0,59.0,-0.01,0.01,11.75,55,100,100,1,1,33,3,2022,51,44,1080,29280,180,0,0,55860,1.09375,0,66.0,49.0,42.0,None,87,100.0,100.0,71.0,75.0,,,,11.0,46,112,70.51,,5922,4.98
295,2022-10-27,67.0,75.0,66.0,96.0,65.0,61.0,72.0,14.0,7.4,34440.0,7800.0,1.4,14850.0,6750.0,34,77.0,330.0,16500.0,1.88,11.45,51.58,46.0,55.0,0.01,0.05,12.75,54,100,100,1,1,29,3,2018,91,12,4200,32280,300,0,0,49620,1.09375,0,71.0,62.0,48.0,None,87,100.0,100.0,70.0,83.0,,,,11.0,46,112,70.51,,5922,4.98
296,2022-10-28,59.0,49.0,43.0,98.0,72.0,72.0,78.0,21.0,5.508333333333334,24900.0,5070.0,0.9083333333333333,8520.0,8040.0,27,80.0,450.0,11640.0,2.6,9.52,48.94,45.0,59.0,-0.23,-0.03,12.125,53,100,100,1,1,22,2,2035,56,4,6180,22440,180,0,0,57600,1.125,0,69.0,48.0,45.0,100,82,97.0,100.0,71.0,63.0,,,,11.0,46,112,70.51,,5922,4.98
297,2022-10-29,51.0,45.0,39.0,79.0,55.0,61.0,70.0,14.0,5.216666666666667,25680.0,6900.0,0.825,10650.0,5160.0,35,73.0,240.0,11730.0,3.25,10.38,51.1,46.0,52.0,-0.14,-0.09,12.25,55,100,100,1,1,34,148,2181,3698,2737,5280,31800,1620,1800,0,45900,1.1875,0,60.0,33.0,40.0,None,86,100.0,100.0,69.0,48.0,,,,11.0,46,112,70.51,,5922,4.98
298,2022-10-30,72.0,90.0,80.0,99.0,60.0,59.0,67.0,12.0,8.483333333333333,40560.0,10020.0,1.675,16260.0,8250.0,37,75.0,180.0,17550.0,1.85,13.12,52.23,47.0,55.0,0.16,0,12.625,54,100,100,1,1,29,4,2000,158,40,4020,40380,300,0,0,41700,1.09375,0,73.0,71.0,52.0,None,87,91.0,94.0,69.0,89.0,,,,11.0,46,112,70.51,,5922,4.98
299,2022-10-31,51.0,56.0,35.0,60.0,48.0,50.0,70.0,22.0,5.991666666666666,30720.0,9150.0,0.7583333333333333,14910.0,3930.0,44,70.0,270.0,14220.0,1.73,10.27,51.4,47.0,60.0,-0.05,0.06,12.5,54,100,100,1,1,23,3,2031,58,30,780,26940,180,0,0,58500,1.125,0,64.0,33.0,51.0,None,86,100.0,94.0,71.0,66.0,,,,11.0,46,112,70.51,,5922,4.98
300,2022-11-01,60.0,70.0,63.0,57.0,60.0,49.0,97.0,6.0,7.008333333333334,33540.0,8310.0,1.3333333333333333,16650.0,3780.0,45,75.0,930.0,16860.0,2.62,11.93,53.59,47.0,51.0,-0.03,0.04,12.5,53,100,100,1,1,18,10,2018,269,85,7440,37020,960,0,0,40980,1.09375,0,68.0,49.0,55.0,None,86,100.0,94.0,68.0,72.0,,,,11.0,46,112,70.51,,5922,4.98
301,2022-11-02,55.0,67.0,38.0,46.0,69.0,49.0,67.0,22.0,6.791666666666667,31080.0,6630.0,0.8083333333333333,18480.0,3060.0,43,79.0,210.0,15390.0,1.38,10.02,50.65,46.0,64.0,0.01,0.02,12.0,52,100,100,1,1,13,2,2018,50,4,4320,29880,120,0,0,52080,1.09375,0,67.0,40.0,57.0,None,85,100.0,100.0,74.0,58.0,,,,11.0,46,112,70.51,,5922,4.98
302,2022-11-03,51.0,46.0,25.0,77.0,72.0,51.0,70.0,27.0,5.266666666666667,23640.0,4680.0,0.55,11970.0,5010.0,43,80.0,270.0,11610.0,2.18,8.75,51.0,48.0,65.0,-0.15,-0.02,12.875,51,100,100,1,1,7,184,2222,259,3677,7380,30120,3420,0,0,45480,1.21875,0,63.0,33.0,52.0,None,85,100.0,85.0,78.0,58.0,,,,11.0,46,112,70.51,,5922,4.98
303,2022-11-04,69.0,80.0,87.0,69.0,81.0,52.0,72.0,28.0,7.708333333333333,33120.0,5370.0,1.8333333333333333,16650.0,4500.0,46,84.0,330.0,15960.0,0.93,10.13,53.07,48.0,52.0,-0.16,-0.08,12.125,51,100,100,1,1,5,29,2046,739,498,9840,33840,1680,120,0,40920,1.125,0,76.0,65.0,58.0,100,90,100.0,85.0,75.0,89.0,,,,11.0,46,112,70.51,,5922,4.98
304,2022-11-05,61.0,69.0,38.0,95.0,51.0,49.0,89.0,25.0,6.941666666666666,35220.0,10230.0,0.8166666666666667,15810.0,6240.0,47,71.0,660.0,15690.0,1.12,10.9,51.38,47.0,64.0,0.07,-0.03,12.125,50,100,100,1,1,2,8,2039,192,145,6120,26700,420,0,0,53160,1.125,0,75.0,51.0,60.0,None,85,99.0,94.0,80.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
305,2022-11-06,51.0,49.0,49.0,58.0,44.0,52.0,91.0,17.0,5.5,29100.0,9300.0,1.05,12210.0,3810.0,45,68.0,1080.0,12600.0,2.7,10.78,57.92,53.0,47.0,0.18,0.1,12.625,50,100,100,1,1,2,2,2011,84,11,2100,36120,120,0,0,48060,1.09375,0,58.0,33.0,55.0,None,84,89.0,41.0,74.0,74.0,,,,11.0,46,112,70.51,,5922,4.98
306,2022-11-07,63.0,65.0,54.0,61.0,62.0,59.0,97.0,42.0,6.633333333333334,31440.0,7560.0,1.15,15750.0,3990.0,37,76.0,840.0,15210.0,0.68,9.42,52.89,46.0,58.0,0.04,0.14,12.625,50,100,100,1,1,1,8,2039,179,48,5580,29700,600,0,0,50520,1.125,0,70.0,55.0,55.0,None,84,100.0,100.0,75.0,64.0,,,,11.0,46,112,70.51,,5922,4.98
307,2022-11-08,69.0,72.0,75.0,97.0,67.0,66.0,81.0,23.0,7.15,33120.0,7380.0,1.5833333333333333,12510.0,7530.0,35,78.0,510.0,15900.0,1.17,10.37,52.5,47.0,51.0,0.08,0.12,12.625,75,100,100,25,40,95,696,2749,84,11032,5220,33720,180,1920,3120,42240,1.5,0,74.0,65.0,59.0,None,84,98.0,95.0,72.0,83.0,,,,11.0,46,112,70.51,,5922,4.98
308,2022-11-09,66.0,70.0,58.0,97.0,72.0,55.0,70.0,33.0,7.016666666666667,31740.0,6480.0,1.225,13800.0,7050.0,42,80.0,240.0,15390.0,0.93,9.75,55.12,49.0,59.0,-0.12,0.03,12.375,74,100,100,25,40,93,6,2025,131,34,2400,31860,600,0,0,51540,1.09375,0,70.0,60.0,61.0,None,89,100.0,78.0,74.0,70.0,,,,11.0,46,112,70.51,,5922,4.98
309,2022-11-11,37.0,43.0,19.0,69.0,32.0,54.0,7.0,14.0,5.041666666666667,28620.0,10470.0,0.4083333333333333,12120.0,4560.0,40,63.0,3900.0,15060.0,2.32,10.27,53.3,48.0,56.0,-0.02,0,12.125,71,100,100,25,40,70,18,2070,422,268,7500,24660,900,60,0,53280,1.15625,0,65.0,8.0,60.0,None,88,100.0,86.0,74.0,93.0,,,,11.0,46,112,70.51,,5922,4.98
310,2022-11-12,61.0,64.0,66.0,81.0,67.0,54.0,83.0,4.0,6.575,30420.0,6750.0,1.3916666666666666,13380.0,5280.0,44,78.0,570.0,14610.0,3.43,11.88,51.51,47.0,55.0,-0.26,-0.1,12.625,68,100,100,25,40,53,9,2009,148,151,3900,37320,480,0,0,44700,1.09375,0,74.0,51.0,59.0,None,87,96.0,95.0,74.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
311,2022-11-13,63.0,59.0,48.0,96.0,74.0,62.0,75.0,41.0,6.2,27600.0,5280.0,1.0166666666666666,11970.0,6690.0,33,81.0,360.0,13170.0,1.28,8.95,53.03,48.0,58.0,0.12,-0.02,11.875,82,100,100,43,71,97,923,3027,37,17325,1920,29340,120,12900,0,42120,1.65625,0,68.0,55.0,57.0,None,86,95.0,86.0,76.0,61.0,,,,11.0,46,112,70.51,,5922,4.98
312,2022-11-14,67.0,71.0,69.0,76.0,65.0,59.0,94.0,31.0,7.091666666666667,33180.0,7650.0,1.4583333333333333,15300.0,4980.0,34,77.0,990.0,16380.0,0.72,9.93,53.86,49.0,54.0,0.03,0.04,12.0,82,100,100,43,71,97,7,2023,105,134,3120,31620,480,0,0,51180,1.09375,0,72.0,62.0,59.0,None,95,100.0,78.0,74.0,82.0,,,,11.0,46,112,70.51,,5922,4.98
313,2022-11-15,64.0,76.0,71.0,88.0,62.0,36.0,75.0,25.0,7.441666666666666,35100.0,8310.0,1.5,15660.0,5730.0,45,76.0,390.0,17520.0,0.6,10.35,52.49,47.0,59.0,0.08,0.1,12.25,78,100,100,25,71,97,243,2267,180,4057,2700,34320,780,2160,0,46440,1.21875,0,77.0,56.0,63.0,None,94,98.0,95.0,76.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
314,2022-11-16,61.0,69.0,25.0,76.0,74.0,45.0,99.0,33.0,6.933333333333334,30840.0,5880.0,0.5416666666666666,18060.0,4950.0,48,81.0,900.0,14790.0,1.1,9.67,51.76,47.0,72.0,0.13,0.13,12.125,78,99,100,25,71,96,135,2236,3406,2308,19620,26400,7020,540,0,32820,1.21875,0,75.0,51.0,64.0,None,94,94.0,95.0,85.0,75.0,,,,11.0,46,112,70.51,,5922,4.98
315,2022-11-17,41.0,25.0,16.0,40.0,88.0,50.0,72.0,34.0,3.691666666666667,15240.0,1950.0,0.3416666666666667,9360.0,2700.0,46,87.0,300.0,7440.0,3.12,7.35,53.78,49.0,68.0,-0.19,0.03,12.125,78,100,100,25,71,95,34,2100,715,548,7080,20340,2340,0,0,56640,1.15625,0,61.0,15.0,49.0,93,93,98.0,78.0,87.0,30.0,,,,11.0,46,112,70.51,,5922,4.98
316,2022-11-18,60.0,68.0,50.0,78.0,65.0,48.0,81.0,19.0,6.866666666666666,32220.0,7500.0,1.0666666666666667,15810.0,5070.0,51,77.0,480.0,14880.0,1.88,10.83,52.15,48.0,66.0,-0.14,-0.06,12.125,73,100,100,25,71,66,26,2052,510,369,4980,31680,1440,120,0,48180,1.125,0,73.0,49.0,51.0,None,92,100.0,86.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
317,2022-11-19,65.0,79.0,51.0,91.0,67.0,54.0,70.0,14.0,7.666666666666667,35340.0,7740.0,1.0833333333333333,17790.0,5910.0,39,78.0,240.0,16350.0,1.95,11.77,53.79,48.0,57.0,0.23,0.03,13.0,70,100,100,25,71,43,3,1870,44,62,0,27720,240,0,0,0,0.96875,0,73.0,58.0,57.0,None,90,85.0,86.0,87.0,82.0,,,,11.0,46,112,70.51,,5922,4.98
